state,value,model,base_model,residual_kind,metric,direction,param__colsample_bytree,param__early_stopping_rounds,param__learning_rate,param__max_depth,param__min_child_weight,param__monotone_constraints,param__n_estimators,param__n_jobs,param__reg_alpha,param__subsample,param__tree_method,param__bootstrap,param__max_features,param__max_samples,param__min_samples_leaf,param__min_samples_split,param__kernel,param__C,param__gamma,param__epsilon,param__activation,param__dropout,param__loss,param__momentum,param__n_layers,param__optimizer,param__units_layer_1,param__units_layer_2,param__units_layer_3,param__units_layer_4,param__use_batchnorm,param__weight_decay,param__attn_dropout,param__batch_size,param__epochs,param__ff_dropout,param__input_dim,param__n_blocks,param__n_heads,param__patience,param__svr_C,param__svr_epsilon,param__svr_tol,param__lambda_sparse,param__mask_type,param__max_epochs,param__n_a,param__n_d,param__n_steps,param__num_workers,param__verbose,param__virtual_batch_size
COMPLETE,1136.4359168293179,RandomForest,RandomForest,None,mae,minimize,,,,24.236553650523508,,,978.3481017017493,-0.9561498859904832,,,,False,0.9256290767655447,,4.788922987618163,14.704708692084774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1215.3048353162917,RandomForest,RandomForest,None,mae,minimize,,,,27.263427473634373,,,1113.290437692368,-1.0051316400385866,,,,False,0.860079376109399,,4.52613033838875,14.551105174639094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1143.0095479818367,RandomForest,RandomForest,None,mae,minimize,,,,28.98777248822862,,,1245.9435916459674,-0.9957976146040597,,,,False,0.7878635244304499,,3.721300733339822,14.318237662072697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,963.2150406949783,RandomForest,RandomForest,None,mae,minimize,,,,29.595777401917076,,,1002.0349554703934,-1.0311932446827046,,,,False,0.6632054620748333,,3.3800334283832916,15.494417333794257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,907.3634675149027,RandomForest,RandomForest,None,mae,minimize,,,,26.847791171524943,,,975.0354486782403,-1.0320382760396347,,,,False,0.9022726686914668,,3.607234657028746,15.394615127579838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,992.4536105576841,RandomForest,RandomForest,None,mae,minimize,,,,22.877929832104797,,,1013.4028069744706,-1.0668329417278606,,,,False,0.7879115005621231,,4.134812710390328,16.240781782928167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1123.03652204305,RandomForest,RandomForest,None,mae,minimize,,,,22.960092217203005,,,942.3454764064431,-1.162536292100142,,,,False,0.5859312331683516,,4.2086503857120805,15.58947795385044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1261.4870573247324,RandomForest,RandomForest,None,mae,minimize,,,,29.31125544733252,,,962.4212753443331,-0.9440841323877344,,,,False,0.818094969435197,,2.734256627888797,17.880426816920632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1189.9219220870102,RandomForest,RandomForest,None,mae,minimize,,,,31.28271629579303,,,942.793173974779,-0.8377407189054553,,,,False,0.9232863874374069,,4.0690638336822555,17.182326133815266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1207.997302952361,RandomForest,RandomForest,None,mae,minimize,,,,26.838731675261975,,,1156.1191971213648,-1.0628170642301502,,,,False,0.6841346863052857,,3.980800772399371,16.987117023753296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1063.681896288404,RandomForest,RandomForest,None,mae,minimize,,,,23.794336693212884,,,1227.5144490209443,-1.0035004305084532,,,,False,0.8093696427369009,,4.320856351609547,17.44839721308854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,988.971813440821,RandomForest,RandomForest,None,mae,minimize,,,,28.824895528253716,,,1209.6586497138849,-1.0383027161449319,,,,False,0.8066378535386605,,3.4869201774349636,16.997949486965233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1242.407519082507,RandomForest,RandomForest,None,mae,minimize,,,,24.74025797586892,,,1187.7515974334115,-1.0170766144752976,,,,False,0.7417967862892026,,4.34180937138384,15.435595155160788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1121.8708779815986,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,25.515047425853343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1009.9945297931926,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,19.22035539485107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1178.1938315461468,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,25.356361038116745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,998.2035178198171,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,25.916587403221605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1239.0610669288292,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,22.30243775882117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,906.6470401848351,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,26.329490011669527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1227.242187110769,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,22.238675249205116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1177.4004200747202,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,24.795880157032688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1089.0466317665646,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,25.393354620989122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1049.7939901260763,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,21.356782038175478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1140.5840062136217,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,24.64349907182467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,845.3134338790529,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,21.165235644019916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1032.7798442783278,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,25.259815335999193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,947.7400681904469,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,23.232900048386437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1293.7667808848757,DecisionTree,DecisionTree,None,mae,minimize,,,,,,,,,,,,,,,,24.160307923973065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1012.9090399307702,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,9.938993665065752,0.8847987262052072,0.13327696955729768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1078.0100040694529,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.152191699121946,0.9124896770738326,0.13805931809652344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1105.74778675462,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,11.177595800759711,0.7636064628895249,0.09022435740280295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1144.7739315768933,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.436081990788777,0.7555457110671574,0.1291533512264729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1225.7951258081832,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.453935729151471,0.924487203295261,0.13628744485422478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1084.6333444134802,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.707796177593465,0.8353357857667099,0.13854642880031462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1076.9708242124043,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,9.428023953518244,0.7626255408455058,0.13962379081664167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1164.948591571388,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,7.371364627067232,0.7466376797318747,0.1116126489881942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1050.169583933872,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,9.396707025021902,0.8176109253452922,0.13519068343294227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1313.0378541037073,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.37287228382805,0.857121521984612,0.11385113903352846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1066.5206661178772,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,8.916684138420973,0.8539012227324834,0.13341504745611707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1065.844753852096,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.956443934173457,0.7839807573185942,0.15042784554199498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1232.0647892296274,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,9.364347831129491,0.8953881947304345,0.13421867633838094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1060.5950315760256,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,10.394815579694852,0.6778117231140135,0.12558373790735786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1141.778781331523,SVR,SVR,None,mae,minimize,,,,,,,,,,,,,,,,,rbf,9.705675466467524,0.8925398054738707,0.12743977762464057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETE,1012.1473586405592,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0008283359568131244,,,,,,,,,,,,,,,,,,gelu,0.32095657714483466,mean_squared_error,0.4456850200911285,3.0951482511369344,adamW,148.43801952023733,149.85165020200125,168.01848362429925,112.30596070035716,True,4.543663521014746e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,917.9133736800735,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0010912931246018008,,,,,,,,,,,,,,,,,,gelu,0.37767490732078524,mean_squared_error,0.4038402390543657,3.564955738090476,adamW,192.58433603585468,194.47336004221023,144.6641169094069,101.02084244631213,True,3.587322142092511e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1323.8803956194447,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0008910912006069968,,,,,,,,,,,,,,,,,,gelu,0.29413715475190666,mean_squared_error,0.40695714193531535,3.7968602772978084,adamW,162.83081905716998,225.03132682465986,148.58291612892762,104.31651737962684,True,3.6076163495464344e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1030.0268158023723,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0008994665895063008,,,,,,,,,,,,,,,,,,gelu,0.34818517863116505,mean_squared_error,0.35958984406182815,2.906513361971438,adamW,167.12153547096574,204.158839086183,170.96454067296594,115.64024491967173,True,3.45849967091235e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1127.5740602905053,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009360145585129765,,,,,,,,,,,,,,,,,,gelu,0.2871095091349918,mean_squared_error,0.3897615297298734,3.3554347932363946,adamW,170.06068409603031,186.05702492781498,181.2594705788318,92.86291897488627,True,4.0761316362515705e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1295.773886193922,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0010604064917347225,,,,,,,,,,,,,,,,,,gelu,0.29571021573981826,mean_squared_error,0.39261908672429874,2.893027797867857,adamW,196.69918628607985,201.78273194582803,178.9276384412905,110.98305015989902,True,3.962421701905699e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1105.1108746443592,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009778171341180129,,,,,,,,,,,,,,,,,,gelu,0.30425361508534865,mean_squared_error,0.38559620195129457,3.235813559903614,adamW,180.53620495721995,176.99955163018066,199.60084516880187,99.86044001903028,True,3.3052952506860706e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1214.2970354922109,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0007932320049386823,,,,,,,,,,,,,,,,,,gelu,0.3657165210211435,mean_squared_error,0.47634799666451894,3.0473258336715725,adamW,201.8739397462976,197.64778034681407,182.67455350685725,96.9575734289008,True,3.927024402869431e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1032.8637567100532,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009951957704546768,,,,,,,,,,,,,,,,,,gelu,0.3582025813593467,mean_squared_error,0.4613098378319783,2.697222485809408,adamW,191.77915260892638,209.6108111817773,208.6359678258412,106.97743476619392,True,3.362415751826057e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1037.0488842545506,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009249325549011676,,,,,,,,,,,,,,,,,,gelu,0.34959068441245567,mean_squared_error,0.40657963429787203,2.742255598135908,adamW,186.44912785603725,203.36318760630957,170.25965603873772,116.95001199361677,True,3.776552473527797e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1275.825888758448,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009060768055187711,,,,,,,,,,,,,,,,,,gelu,0.3291161871751428,mean_squared_error,0.38620419883896984,2.9630912031355123,adamW,197.86001008347878,193.0869612106857,191.08140743795775,114.03320229008607,True,3.2843391393436714e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,990.0502222442277,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0010040256182919283,,,,,,,,,,,,,,,,,,gelu,0.3556675065152728,mean_squared_error,0.442815281713061,3.2092088836428436,adamW,155.9227183008136,207.7808517383662,179.17629294518133,104.61896198996452,True,3.2314308677010936e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1108.0658515456585,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0010797738737276332,,,,,,,,,,,,,,,,,,gelu,0.30915320529899193,mean_squared_error,0.42513650619901644,2.819985215846742,adamW,165.76855114613633,216.3696925209768,193.2690625940677,119.2340501468132,True,3.457471470360218e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,998.7051347977696,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009095059120251426,,,,,,,,,,,,,,,,,,gelu,0.3207733046207701,mean_squared_error,0.40187763143183236,3.142326630188527,adamW,204.09367577182866,207.2224838870965,177.9927442038777,108.20523174116892,True,3.4912629093347884e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1244.9921987213716,NeuralNetwork,NeuralNetwork,None,mae,minimize,,,0.0009161670744479736,,,,,,,,,,,,,,,,,,gelu,0.4222950258651278,mean_squared_error,0.48071665228153004,3.363240793283108,adamW,193.69956178101899,224.5994039738185,182.2446272997264,106.48845129749624,True,3.6018080636883394e-05,,,,,,,,,,,,,,,,,,,,
COMPLETE,1014.0375297765804,FTTransformer,FTTransformer,None,mae,minimize,,,0.0002817331387381883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19867185874196105,266.7857090460618,44.76510327132844,0.14015155995519915,109.24988025044763,2.193986946387423,7.252903379063756,9.728888200700386,,,,,,,,,,,,
COMPLETE,993.394279913839,FTTransformer,FTTransformer,None,mae,minimize,,,0.0003114013468871872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17927840407903262,317.2568917401247,46.17583357287786,0.13134392170721287,127.59069896176203,1.9722868788938006,7.445677079098277,10.673564133697909,,,,,,,,,,,,
COMPLETE,1067.6100119048879,FTTransformer,FTTransformer,None,mae,minimize,,,0.000293599588854033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22741098456524367,248.76560891935267,58.44997829994873,0.14506575153116588,121.7328184150319,1.9081147777074108,7.792062206532717,11.045451835193452,,,,,,,,,,,,
COMPLETE,1152.415560190763,FTTransformer,FTTransformer,None,mae,minimize,,,0.0002833221311120219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1519356674917346,223.01394949045792,49.32411867845106,0.14051359093565227,109.43301420147,1.803162261084823,8.730410692142856,10.099516248087369,,,,,,,,,,,,
COMPLETE,1268.0457265097903,FTTransformer,FTTransformer,None,mae,minimize,,,0.0002831936711775519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16251278787732118,273.69528870426353,52.738381699317515,0.1446597031548597,121.25866832976422,1.963870856857339,8.133128821204915,8.997175984576383,,,,,,,,,,,,
COMPLETE,1203.1642818830994,FTTransformer,FTTransformer,None,mae,minimize,,,0.0002824213564300124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405687424705884,226.24608241484316,41.60950926032864,0.148028651796239,114.41482477844292,2.019262402817336,8.211397454615643,8.760384120648885,,,,,,,,,,,,
COMPLETE,1114.5952760582331,FTTransformer,FTTransformer,None,mae,minimize,,,0.0003193724594892189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21273123591378487,296.0627901300424,54.26654350304499,0.13680671715021386,122.35494512229103,1.775209036660305,7.269073815675602,10.634655373572308,,,,,,,,,,,,
COMPLETE,1033.1492382267788,FTTransformer,FTTransformer,None,mae,minimize,,,0.0002849343824847969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1676397190314625,289.00785768748676,50.31363882666879,0.13249596892076423,98.52707542206005,1.93131441876901,7.2759046104830105,8.78453457254135,,,,,,,,,,,,
COMPLETE,1274.7908554473008,FTTransformer,FTTransformer,None,mae,minimize,,,0.000231093060375815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21311624520557157,253.31267902032883,43.36196933689591,0.110351917273415,106.94243013337106,1.9094414138533446,6.382869081295177,9.90573622318676,,,,,,,,,,,,
COMPLETE,1119.6412877998578,FTTransformer,FTTransformer,None,mae,minimize,,,0.00035836400104525797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18329993015986254,311.5970935518008,48.96851904519725,0.1564373801120803,115.3180331815342,1.6488782269210476,7.134010786765794,9.713027045403607,,,,,,,,,,,,
COMPLETE,1260.3149288229931,FTTransformer,FTTransformer,None,mae,minimize,,,0.00027777622712250036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1823246920269566,238.58730730619766,53.03349226672598,0.1454434415162774,103.408178520235,2.3389868638356437,8.999055109530113,11.516411501982555,,,,,,,,,,,,
COMPLETE,1194.0668315455016,FTTransformer,FTTransformer,None,mae,minimize,,,0.00024725635626816444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17084568807115827,255.15605200219008,44.692713339129874,0.146375835202885,105.91295997700544,2.022734858713602,8.9001713745206,8.622919072480062,,,,,,,,,,,,
COMPLETE,1087.4965719328798,FTTransformer,FTTransformer,None,mae,minimize,,,0.00029354687551473216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176431959617517,281.3720796672432,39.76460478683628,0.14849836859464077,104.10291778171513,2.1717207136992243,9.183117740182809,10.051323401516054,,,,,,,,,,,,
COMPLETE,1027.500228697935,FTTransformer,FTTransformer,None,mae,minimize,,,0.00032097008833400527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1768621308689158,285.85195452004626,45.579026589304384,0.13774800942088913,112.08331144416483,2.006827895036435,7.652894343290294,9.495909013980066,,,,,,,,,,,,
COMPLETE,1047.7205441539134,FTTransformer,FTTransformer,None,mae,minimize,,,0.00029010095811426875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1610230006967522,268.95482835231786,51.04979340186201,0.11380951176706462,107.45699794041886,1.882916720740171,7.904093359357254,9.893066199684622,,,,,,,,,,,,
COMPLETE,1089.4354667574555,BaggingSVR,BaggingSVR,None,mae,minimize,,,,,,,11.652996760267799,-0.8609124571487144,,,,,,0.4857317230223224,,,,,,,,,,,,,,,,,,,,,,,,,,,8.938458044694858,0.015519250602293791,0.0010796851380035397,,,,,,,,,
